Genes	Gene Length	Exon Number	Intron Number	Exon Length Geometric Mean	Intron Length Geometric Mean	Length of Largest Exon	Length of Largest Intron	Total Exon Length	Total Intron Length	Length of Shortest Exon	Length of Shortest Intron	Mean Exon Length	Mean Intron Length	Length First Intron	Length of Largest Exon Excluding the Last	Total Exon Length Excluding the Last	Exon Length Geometric Mean Excluding the Last	Length of Shortest Exon Excluding the Last	Mean Exon Length Excluding the Last	percentage_gene_gc_content	TMDomain	SignalPeptide	TAA	TGA	TAG	Length3UTR	Length5UTR	F0	F1	F2	AUGtoExonJunction	UTR5junctions	ExonJunctiontoStop	UTR3junctions	average_cds_exon_length	First_intron_length	LS_TG	LS_ER	LS_CY	Unbiased	CY+	ER+	TG+
ENSG00000118496	21294.0	3	2	1391.3730028451234	5764.65280827909	6808.0	8181.0	9051.0	12243.0	193.0	4062.0	3017.0	6121.5	8181.0	2050.0	2243.0	629.0071541723512	193.0	1121.5	35.27	0	0	1	0	0	6604	209	1	0	0	2034	1	203	0	NA	8182	0.46	0.29	0.25	0	0	0	1
ENSG00000105072	24959.0	9	8	223.9576105857456	2543.883356715661	1259.0	4326.0	3346.0	21613.0	72.0	1387.0	371.77777777777777	2701.625	4326.0	760.0	2087.0	180.48176823651787	72.0	260.875	51.58	0	0	0	1	0	1299	73	3	3	0	759	1	71	1	227.6	4327	0.37	0.32	0.32	1	0	0	0
ENSG00000265354	31254.0	7	6	122.05073955072585	2823.7746637338078	540.0	14355.0	1190.0	30064.0	59.0	229.0	170.0	5010.666666666667	2723.0	242.0	650.0	95.25728325218991	59.0	108.33333333333333	40.13	1	0	0	1	0	424	136	1	4	1	106	0	115	0	80.6	2724	0.36	0.3	0.33	1	0	0	0
ENSG00000106688	97002.0	12	11	159.522598855408	3299.956249894664	2158.0	53796.0	3698.0	93304.0	43.0	445.0	308.1666666666667	8482.181818181818	53796.0	303.0	1540.0	125.88767014385132	43.0	140.0	42.11	1	0	0	0	1	1911	212	2	3	6	91	0	246	0	122.7	53797	NA	NA	NA	NA	NA	NA	NA
ENSG00000154736	49167.0	8	7	380.17255714318145	3725.104782165898	6699.0	11191.0	9621.0	39546.0	133.0	681.0	1202.625	5649.428571428572	10416.0	1801.0	2922.0	252.33447551417558	133.0	417.42857142857144	38.46	0	1	0	0	1	6131	697	3	3	1	1104	0	567	0	185.83333333333334	10417	NA	NA	NA	NA	NA	NA	NA
ENSG00000084073	35945.0	10	9	173.76698223447715	2656.437390172777	1736.0	9307.0	2975.0	32970.0	87.0	546.0	297.5	3663.3333333333335	2444.0	185.0	1239.0	134.55583663201398	87.0	137.66666666666666	40.7	1	0	0	1	0	1511	36	8	1	0	123	0	224	0	134	2445	0.44	0.55	0.02	0	0	1	0
ENSG00000225830	84652.0	21	20	196.30241256045028	1894.0906381877182	4765.0	18020.0	9001.0	75651.0	79.0	85.0	428.6190476190476	3782.55	5983.0	745.0	4236.0	167.3665923172543	79.0	211.8	40.42	0	0	1	0	0	4345	174	10	3	6	422	1	419	0	201.22222222222223	5984	0.46	0.27	0.27	0	0	0	1
ENSG00000169139	56278.0	4	3	234.50365097750475	13513.414887871224	4027.0	34562.0	4342.0	51936.0	40.0	6671.0	1085.5	17312.0	34562.0	149.0	315.0	90.89477835283691	40.0	105.0	42.29	0	0	1	0	0	3880	24	2	1	0	16	0	146	0	136.5	34563	0.34	0.33	0.33	1	0	0	0
ENSG00000133401	471802.0	25	24	204.9979659242495	4225.873419141525	4045.0	183430.0	11984.0	459818.0	35.0	149.0	479.36	19159.083333333332	159451.0	4045.0	9020.0	183.40486778378735	35.0	375.8333333333333	45.42	0	0	0	1	0	2797	667	11	8	4	476	1	166	0	357.04545454545456	159452	NA	NA	NA	NA	NA	NA	NA
ENSG00000067082	9214.0	4	3	525.045850319747	1251.5803308016634	3595.0	2698.0	4590.0	4624.0	124.0	515.0	1147.5	1541.3333333333333	2698.0	574.0	995.0	276.50098045600396	124.0	331.6666666666667	48.08	0	0	0	1	0	3543	195	1	1	1	102	0	51	0	348	2699	0.56	0.2	0.24	0	0	0	1
ENSG00000164171	105428.0	30	29	134.8600908533683	1459.193323960272	4261.0	37215.0	7843.0	97585.0	77.0	83.0	261.43333333333334	3365.0	37215.0	204.0	3582.0	119.72149588899957	77.0	123.51724137931035	38.01	1	1	0	1	0	4180	117	17	6	6	64	0	80	0	120.46428571428571	37216	NA	NA	NA	NA	NA	NA	NA
ENSG00000160087	19943.0	7	6	151.775425497477	1336.1580063351987	1576.0	6035.0	2260.0	17683.0	41.0	77.0	322.85714285714283	2947.1666666666665	5673.0	189.0	684.0	102.75642825374322	41.0	114.0	56.31	1	0	0	1	0	1291	189	2	1	2	NA	0	284	0	98	5674	0.35	0.26	0.39	0	1	0	0
ENSG00000027644	19055.0	22	21	179.27333550645062	316.6833140034245	1042.0	4233.0	5200.0	13855.0	42.0	75.0	236.36363636363637	659.7619047619048	4233.0	581.0	4158.0	164.8610204413715	42.0	198.0	55.62	1	1	0	1	0	810	496	3	10	8	85	0	231	0	177.85	4234	NA	NA	NA	NA	NA	NA	NA
ENSG00000173950	202876.0	4	3	384.1149677682365	64196.97902202376	1828.0	86337.0	2714.0	200162.0	133.0	43698.0	678.5	66720.66666666667	43698.0	605.0	886.0	228.3615122603833	133.0	295.3333333333333	48.89	1	0	0	0	1	1431	101	1	1	1	504	0	396	0	139.5	43699	0.49	0.44	0.07	0	0	1	0
ENSG00000253873	91925.0	4	3	408.3580705624798	15996.136167299383	2610.0	71146.0	4787.0	87138.0	59.0	5465.0	1196.75	29046.0	71146.0	2610.0	2758.0	239.3099973022707	59.0	919.3333333333334	45.42	1	1	1	0	0	1802	177	1	1	1	2433	0	226	0	73	71147	NA	NA	NA	NA	NA	NA	NA
ENSG00000197992	35350.0	9	8	163.19500258025715	2380.8639374784243	532.0	10493.0	1733.0	33617.0	81.0	535.0	192.55555555555554	4202.125	10493.0	291.0	1201.0	140.7849589003821	81.0	150.125	36.89	1	0	0	1	0	399	608	1	3	1	91	3	132	0	124.5	10494	NA	NA	NA	NA	NA	NA	NA
ENSG00000107295	218059.0	9	8	161.2965557931514	5348.144944917188	1581.0	167778.0	2617.0	215442.0	69.0	855.0	290.77777777777777	26930.25	167778.0	222.0	1036.0	121.25837583259406	69.0	129.5	38.98	0	0	0	0	1	1381	177	4	3	1	45	0	199	0	115.28571428571429	167779	NA	NA	NA	NA	NA	NA	NA
ENSG00000162688	73660.0	34	33	145.95700787699184	906.0220832853905	2487.0	10378.0	7091.0	66569.0	55.0	93.0	208.55882352941177	2017.2424242424242	559.0	226.0	4604.0	133.9393724550093	55.0	139.5151515151515	36.33	0	0	0	0	1	2369	123	11	11	10	82	1	117	0	140.90322580645162	560	0.29	0.39	0.32	0	0	1	0
ENSG00000104375	371056.0	11	10	174.89388038595195	20326.260043589184	1368.0	110297.0	2833.0	368223.0	81.0	512.0	257.54545454545456	36822.3	50695.0	193.0	1465.0	142.3781892114295	81.0	146.5	39.53	0	0	0	1	0	1209	148	6	1	3	26	0	158	0	142.44444444444446	50696	0.44	0.28	0.28	0	0	0	1
ENSG00000187626	10573.0	5	4	341.4418529608199	1265.0766433295505	4279.0	1723.0	5346.0	5227.0	83.0	974.0	1069.2	1306.75	1723.0	712.0	1067.0	181.4723117351947	83.0	266.75	42.44	0	0	0	1	0	3419	289	2	2	0	423	0	859	0	117.33333333333333	1724	0.49	0.26	0.25	0	0	0	1
ENSG00000130717	7463.0	7	6	161.7126386069672	498.58728391936245	1421.0	2966.0	2162.0	5301.0	49.0	89.0	308.85714285714283	883.5	421.0	197.0	741.0	112.5733553910883	49.0	123.5	57.26	0	0	0	1	0	1239	89	2	3	1	108	0	181	0	107.8	422	0.33	0.22	0.45	0	1	0	0
ENSG00000169991	52397.0	9	8	208.798513999427	1990.3212058149425	4387.0	34546.0	6179.0	46218.0	61.0	486.0	686.5555555555555	5777.25	34546.0	1009.0	1792.0	142.69947477704642	61.0	224.0	54.33	0	1	0	1	0	4281	344	5	0	3	665	0	105	0	110.85714285714286	34547	0.35	0.34	0.32	1	0	0	0
ENSG00000144191	52146.0	8	7	159.41535455070888	4864.911827122108	2758.0	23404.0	3547.0	48599.0	54.0	2089.0	443.375	6942.714285714285	23404.0	180.0	789.0	106.08741021458431	54.0	112.71428571428571	47.34	1	0	0	1	0	1346	116	0	1	5	101	1	1411	0	113.4	23405	NA	NA	NA	NA	NA	NA	NA
ENSG00000083937	28248.0	6	5	211.87607322500824	2814.7866650724873	1845.0	13142.0	2590.0	25658.0	92.0	201.0	431.6666666666667	5131.6	13142.0	248.0	745.0	137.4355308891664	92.0	149.0	34.77	0	0	0	0	1	1734	214	3	2	0	34	0	110	0	123.25	13143	0.35	0.31	0.33	1	0	0	0
ENSG00000185176	6468.0	3	2	292.63412652077477	2521.0184449940066	655.0	3607.0	1099.0	5369.0	117.0	1762.0	366.3333333333333	2684.5	1762.0	655.0	772.0	276.8302729110384	117.0	386.0	62.83	0	1	0	1	0	127	48	0	2	0	607	0	199	0	116	1763	NA	NA	NA	NA	NA	NA	NA
ENSG00000121853	5166.0	2	1	1350.8608366519475	2152.0	2175.0	2152.0	3014.0	2152.0	839.0	2152.0	1507.0	2152.0	2152.0	839.0	839.0	839.0	839.0	839.0	39.93	1	0	0	1	0	1870	43	0	1	0	796	0	304	0	NA	2153	NA	NA	NA	NA	NA	NA	NA
ENSG00000197872	116376.0	12	11	132.14279814237335	2290.704230367953	3541.0	41760.0	4670.0	111706.0	55.0	91.0	389.1666666666667	10155.09090909091	41760.0	156.0	1129.0	97.99813789398122	55.0	102.63636363636364	42.98	0	0	0	0	1	3477	221	5	2	2	70	2	63	0	103.75	41761	NA	NA	NA	NA	NA	NA	NA
ENSG00000158042	2956.0	3	2	311.94324246978505	324.97384510141734	2018.0	344.0	2305.0	651.0	69.0	307.0	768.3333333333334	325.5	307.0	218.0	287.0	122.64583156389784	69.0	143.5	47.5	0	0	1	0	0	1733	44	2	0	0	174	0	284	0	68	308	0.37	0.27	0.36	1	0	0	0
ENSG00000171657	5950.0	3	2	289.58713345713903	608.2491265920569	3138.0	2483.0	3318.0	2632.0	71.0	149.0	1106.0	1316.0	2483.0	109.0	180.0	87.97158632194831	71.0	90.0	35.16	1	0	0	1	0	2093	214	NA	NA	NA	NA	0	NA	0	NA	2484	NA	NA	NA	NA	NA	NA	NA
ENSG00000086848	89387.0	15	14	159.36340096023534	2737.149058083073	4326.0	26391.0	6158.0	83229.0	71.0	163.0	410.53333333333336	5944.928571428572	981.0	230.0	1832.0	125.88720600339379	71.0	130.85714285714286	40.69	1	0	0	0	1	4202	99	5	4	5	131	0	123	0	122.23076923076923	982	0.44	0.45	0.11	0	0	1	0
ENSG00000050820	23444.0	7	6	318.1771992013844	1718.5429412922158	1843.0	8380.0	4085.0	19359.0	90.0	184.0	583.5714285714286	3226.5	8380.0	1098.0	2242.0	237.42494230584634	90.0	373.6666666666667	59.7	0	0	0	1	0	1330	142	6	0	0	12	0	512	0	416.6	8381	0.36	0.27	0.36	1	0	0	0
ENSG00000240184	37010.0	4	3	407.21898535230446	9779.990737943974	2581.0	16260.0	4758.0	32252.0	59.0	5465.0	1189.5	10750.666666666666	16260.0	2581.0	2729.0	238.42036084790243	59.0	909.6666666666666	50.58	1	0	1	0	0	1802	151	1	1	1	2430	0	226	0	73	16261	NA	NA	NA	NA	NA	NA	NA
ENSG00000110448	25364.0	11	10	153.51969299419935	1080.0009785744498	1565.0	12440.0	3127.0	22237.0	39.0	256.0	284.27272727272725	2223.7	12440.0	342.0	1562.0	121.710786362129	39.0	156.2	52.91	1	1	1	0	0	1567	72	0	9	0	55	0	88	1	167	12441	NA	NA	NA	NA	NA	NA	NA
ENSG00000141639	171740.0	6	5	379.4035396083125	13209.377339948927	2669.0	102845.0	4763.0	166977.0	145.0	2982.0	793.8333333333334	33395.4	102845.0	1416.0	2094.0	256.83365909151314	145.0	418.8	45.75	0	0	0	1	0	1972	1027	1	2	1	546	1	696	0	172.66666666666666	102846	NA	NA	NA	NA	NA	NA	NA
ENSG00000152684	16129.0	3	2	1175.8578082511983	1817.5147867348974	2636.0	11470.0	4371.0	11758.0	499.0	288.0	1457.0	5879.0	11470.0	1236.0	1735.0	785.3432370626235	499.0	867.5	38.89	0	0	1	0	0	2204	1009	1	0	0	726	1	431	0	NA	11471	0.4	0.3	0.3	1	0	0	0
ENSG00000064835	17181.0	6	5	176.44463449433127	2143.820887651814	701.0	8834.0	1488.0	15693.0	61.0	737.0	248.0	3138.6	2902.0	264.0	787.0	133.90183977065527	61.0	157.4	32.38	0	0	1	0	0	490	122	0	4	1	142	0	210	0	129.75	2903	NA	NA	NA	NA	NA	NA	NA
ENSG00000132004	7716.0	10	9	141.68717897591299	238.12449584838623	459.0	3139.0	1727.0	5989.0	66.0	76.0	172.7	665.4444444444445	1234.0	459.0	1352.0	127.16389080380088	66.0	150.22222222222223	56.53	0	0	0	1	0	300	50	6	2	1	409	0	74	0	110.625	1235	0.34	0.27	0.39	1	0	0	0
ENSG00000071539	25237.0	13	12	122.11180451190069	1534.7043922689033	1113.0	3699.0	2431.0	22806.0	56.0	280.0	187.0	1900.5	1696.0	207.0	1318.0	101.57329074112545	56.0	109.83333333333333	50.22	0	0	0	1	0	1017	115	6	2	4	92	0	95	0	100	1697	0.31	0.31	0.38	1	0	0	0
ENSG00000127928	4699.0	3	2	158.3780935933205	599.3137742451779	476.0	3947.0	661.0	4038.0	78.0	91.0	220.33333333333334	2019.0	91.0	107.0	185.0	91.35644476444999	78.0	92.5	35.76	0	0	1	0	0	347	89	1	0	0	96	1	128	0	NA	92	NA	NA	NA	NA	NA	NA	NA
ENSG00000184945	6618.0	4	3	232.67618515206806	634.1658495613777	448.0	3607.0	1063.0	5555.0	117.0	37.0	265.75	1851.6666666666667	37.0	448.0	736.0	207.72399288671107	117.0	245.33333333333334	62.57	0	1	0	1	0	127	48	1	2	0	123	0	199	0	281.5	38	NA	NA	NA	NA	NA	NA	NA
ENSG00000262209	142734.0	4	3	406.70524306996674	19146.143669520345	2568.0	121997.0	4745.0	137989.0	59.0	5465.0	1186.25	45996.333333333336	121997.0	2568.0	2716.0	238.01939441321474	59.0	905.3333333333334	45.3	1	1	1	0	0	1802	153	1	1	1	2415	0	226	0	73	121998	NA	NA	NA	NA	NA	NA	NA
ENSG00000113448	924689.0	15	14	157.72307460594175	5218.722518462509	6043.0	677199.0	8160.0	916529.0	37.0	510.0	544.0	65466.357142857145	677199.0	559.0	2117.0	121.56212414424134	37.0	151.21428571428572	37.37	0	0	1	0	0	5626	104	8	3	3	455	0	416	0	118.84615384615384	677200	NA	NA	NA	NA	NA	NA	NA
ENSG00000105825	5358.0	5	4	270.4552773562271	616.4086771141839	1501.0	1603.0	2207.0	3151.0	163.0	271.0	441.4	787.75	271.0	189.0	706.0	176.20740369199785	163.0	176.5	38.19	0	1	1	0	0	1424	75	0	4	0	88	0	76	0	180	272	0.49	0.49	0.02	0	0	1	0
ENSG00000171435	515979.0	20	19	169.13470143808894	8227.282607991612	14194.0	107644.0	17775.0	498204.0	42.0	652.0	888.75	26221.263157894737	107644.0	915.0	3581.0	133.960356883034	42.0	188.47368421052633	44.66	0	0	0	1	0	14187	735	6	5	8	180	0	6	0	147.11111111111111	107645	NA	NA	NA	NA	NA	NA	NA
ENSG00000155115	9167.0	6	5	102.62324084166617	803.2652240637225	363.0	5004.0	788.0	8379.0	45.0	94.0	131.33333333333334	1675.8	345.0	121.0	425.0	79.7101351818103	45.0	85.0	45.08	0	0	0	0	1	82	64	2	3	0	57	0	280	0	75	346	0.31	0.3	0.39	1	0	0	0
ENSG00000146670	6588.0	6	5	162.47894439914498	241.27273860626278	1735.0	3576.0	2475.0	4113.0	36.0	78.0	412.5	822.6	209.0	435.0	740.0	101.18045098003623	36.0	148.0	52.67	0	0	0	1	0	1654	62	4	1	0	46	0	80	0	157	210	0.42	0.22	0.35	0	0	0	1
ENSG00000138772	58678.0	13	12	94.57475660383302	3363.4236636608052	392.0	18691.0	1432.0	57246.0	53.0	356.0	110.15384615384616	4770.5	2576.0	123.0	1040.0	84.00710064003657	53.0	86.66666666666667	39.9	0	0	0	1	0	332	128	7	4	0	15	1	59	0	88.7	2577	NA	NA	NA	NA	NA	NA	NA
ENSG00000130347	58728.0	9	8	174.59517759015708	5239.350647901935	1333.0	16279.0	2893.0	55835.0	49.0	1324.0	321.44444444444446	6979.375	5778.0	751.0	1560.0	135.41990535416514	49.0	195.0	41.01	0	0	1	0	0	1225	477	5	1	2	274	0	107	0	114.57142857142857	5779	0.35	0.32	0.33	1	0	0	0
ENSG00000165118	18432.0	4	3	453.4595402431731	3016.3620672001807	1433.0	10391.0	2468.0	15964.0	196.0	523.0	617.0	5321.333333333333	523.0	579.0	1035.0	309.0077186203591	196.0	345.0	44.72	0	0	0	1	0	1200	242	1	2	0	337	0	232	0	227	524	0.32	0.32	0.36	1	0	0	0
ENSG00000188883	30984.0	5	4	262.33248454764396	1781.6889189715648	1018.0	25412.0	2158.0	28826.0	102.0	373.0	431.6	7206.5	2638.0	788.0	1140.0	186.90811005411462	102.0	285.0	49.49	1	0	0	1	0	897	31	1	2	1	757	0	120	0	116.33333333333333	2639	0.36	0.48	0.15	0	0	1	0
ENSG00000134532	420167.0	15	14	175.11890123522696	17659.820129969128	5019.0	90258.0	7076.0	413091.0	69.0	1930.0	471.73333333333335	29506.5	53539.0	232.0	2057.0	137.7974868742903	69.0	146.92857142857142	35.87	0	0	0	1	0	4715	69	6	6	2	38	0	303	0	149	53540	NA	NA	NA	NA	NA	NA	NA
ENSG00000204616	10194.0	9	8	115.04646369293889	763.0844854407455	893.0	2810.0	2027.0	8167.0	23.0	175.0	225.22222222222223	1020.875	175.0	500.0	1134.0	89.04837542144921	23.0	141.75	47.09	0	0	1	0	0	639	110	3	3	1	417	1	253	0	100.16666666666667	176	NA	NA	NA	NA	NA	NA	NA
ENSG00000225921	6378.0	8	7	112.13135997201148	362.91122689732975	959.0	2068.0	1683.0	4695.0	32.0	78.0	210.375	670.7142857142857	87.0	290.0	724.0	82.5222685663988	32.0	103.42857142857143	38.68	0	0	1	0	0	885	24	1	3	3	266	0	73	0	71.33333333333333	88	0.3	0.28	0.42	1	0	0	0
ENSG00000148248	14597.0	6	5	183.20425232320883	1238.524849515602	2296.0	8476.0	2930.0	11667.0	44.0	570.0	488.3333333333333	2333.4	8476.0	187.0	634.0	110.49135079240227	44.0	126.8	52.38	1	0	1	0	0	2029	91	3	1	1	48	0	266	0	122.75	8477	0.4	0.53	0.07	0	0	1	0
ENSG00000182240	114371.0	9	8	239.4759845947499	6854.867835578194	7160.0	57690.0	8567.0	105804.0	89.0	1428.0	951.8888888888889	13225.5	57690.0	416.0	1407.0	156.60498622698105	89.0	175.875	45.56	1	1	0	1	0	6906	104	6	1	1	312	0	253	0	140.57142857142858	57691	0.39	0.48	0.12	0	0	1	0
ENSG00000162068	2849.0	6	5	195.81526431908003	119.98456026353124	1333.0	252.0	2188.0	661.0	51.0	71.0	364.6666666666667	132.2	71.0	1333.0	1798.0	170.60939009290007	51.0	359.6	71.5	0	1	0	1	0	40	405	0	5	0	928	0	349	0	115.25	72	NA	NA	NA	NA	NA	NA	NA
ENSG00000146414	79552.0	30	29	165.91352179622595	1479.0172944211688	1981.0	15470.0	7596.0	71956.0	63.0	114.0	253.2	2481.2413793103447	8376.0	665.0	5615.0	152.3153799440019	63.0	193.6206896551724	35.43	0	0	0	1	0	1884	660	16	5	7	633	1	96	0	159.07407407407408	8377	NA	NA	NA	NA	NA	NA	NA
ENSG00000204614	12589.0	6	5	159.04560293305298	749.2590435418136	1004.0	8612.0	2047.0	10542.0	23.0	182.0	341.1666666666667	2108.4	543.0	649.0	1043.0	110.02192964663571	23.0	208.6	42.69	0	0	0	1	0	916	354	3	0	1	345	1	87	0	113.66666666666667	544	NA	NA	NA	NA	NA	NA	NA
ENSG00000213949	171294.0	29	28	146.85015801552115	2651.002297884803	6803.0	60950.0	10736.0	160558.0	74.0	119.0	370.2068965517241	5734.214285714285	60950.0	499.0	3933.0	128.05030893119263	74.0	140.46428571428572	36.8	1	1	0	1	0	6758	438	17	6	5	61	0	44	0	126.18518518518519	60951	NA	NA	NA	NA	NA	NA	NA
ENSG00000010017	90338.0	14	13	149.36471185298026	3635.2119038849555	995.0	37952.0	3384.0	86954.0	23.0	1171.0	241.71428571428572	6688.7692307692305	14038.0	901.0	2389.0	129.0910331287927	23.0	183.76923076923077	37.08	0	0	0	0	1	864	330	2	7	4	571	0	130	0	123	14039	0.35	0.31	0.34	1	0	0	0
ENSG00000005893	43149.0	9	8	215.14796883403756	2710.5169650206562	5315.0	12336.0	6535.0	36614.0	64.0	704.0	726.1111111111111	4576.75	12336.0	214.0	1220.0	144.0925403534535	64.0	152.5	38.61	1	0	0	0	1	5175	127	3	5	0	64	0	139	0	146	12337	0.39	0.59	0.02	0	0	1	0
ENSG00000047648	528377.0	13	12	202.09548503275406	7447.670080391408	1987.0	409533.0	5336.0	523041.0	56.0	1053.0	410.46153846153845	43586.75	409533.0	1680.0	3349.0	167.04616377518823	56.0	279.0833333333333	39.23	0	0	0	1	0	1319	1092	5	6	1	588	0	667	0	150.72727272727272	409534	NA	NA	NA	NA	NA	NA	NA
ENSG00000159210	15527.0	8	7	136.65096934481267	1590.5378870921115	1297.0	3799.0	2044.0	13483.0	51.0	705.0	255.5	1926.142857142857	705.0	162.0	747.0	99.0819480902354	51.0	106.71428571428571	46.83	0	0	0	1	0	1159	108	4	2	1	54	0	137	0	96.5	706	0.25	0.24	0.51	0	1	0	0
ENSG00000126070	141396.0	19	18	188.62753287951298	2566.1849082293024	16864.0	30829.0	19660.0	121736.0	88.0	119.0	1034.7368421052631	6763.111111111111	14246.0	341.0	2796.0	146.95908696985103	88.0	155.33333333333334	38.75	0	0	1	0	0	16755	322	8	4	6	19	0	108	0	143.41176470588235	14247	0.49	0.27	0.24	0	0	0	1
ENSG00000082516	50801.0	28	27	160.8001233872364	1367.0404527323883	967.0	3959.0	5404.0	45397.0	74.0	403.0	193.0	1681.3703703703704	782.0	502.0	4437.0	150.4628684590192	74.0	164.33333333333334	41.33	0	0	0	1	0	799	78	8	12	7	166	0	167	0	160.26923076923077	783	0.32	0.38	0.3	0	0	1	0
ENSG00000147065	74278.0	13	12	167.9667321165872	1504.3693167379624	2203.0	48964.0	3960.0	70318.0	84.0	252.0	304.61538461538464	5859.833333333333	48964.0	275.0	1757.0	135.542035752931	84.0	146.41666666666666	44.63	0	0	1	0	0	2038	188	7	1	4	12	0	164	0	140.54545454545453	48965	0.26	0.44	0.29	0	0	1	0
ENSG00000163694	206585.0	7	6	355.0447783179593	12974.395689255942	2864.0	84889.0	5114.0	201471.0	85.0	1123.0	730.5714285714286	33578.5	84889.0	1154.0	2250.0	250.7079750747238	85.0	375.0	43.22	0	0	0	1	0	2624	708	1	2	0	1123	3	239	0	208.5	84890	NA	NA	NA	NA	NA	NA	NA
ENSG00000173714	6768.0	2	1	1266.6925435953272	3351.0	2855.0	3351.0	3417.0	3351.0	562.0	3351.0	1708.5	3351.0	3351.0	562.0	562.0	562.0	562.0	562.0	57.83	1	1	0	1	0	1334	352	1	0	0	210	0	1520	0	NA	3352	NA	NA	NA	NA	NA	NA	NA
ENSG00000125363	7349.0	6	5	88.85065449427823	1094.8504666016154	426.0	1936.0	793.0	6556.0	42.0	270.0	132.16666666666666	1311.2	1308.0	426.0	638.0	79.49254801802022	42.0	127.6	38.37	0	1	1	0	0	149	68	4	0	0	54	1	5	0	171	1309	NA	NA	NA	NA	NA	NA	NA
ENSG00000139697	75739.0	32	31	144.92247298394685	1051.4674395528589	6942.0	14259.0	11128.0	64611.0	72.0	79.0	347.75	2084.2258064516127	14259.0	313.0	4186.0	127.91778597457336	72.0	135.03225806451613	43.26	0	0	0	1	0	6799	147	15	11	4	NA	0	142	0	133.63333333333333	14260	0.35	0.37	0.28	1	0	0	0
ENSG00000124207	50638.0	25	24	123.64200557211427	1034.855151532705	601.0	12029.0	3550.0	47088.0	62.0	71.0	142.0	1962.0	12029.0	232.0	2949.0	115.75857975201178	62.0	122.875	41.33	0	0	1	0	0	511	123	11	7	5	85	1	89	0	123.5909090909091	12030	0.39	0.37	0.24	1	0	0	0
ENSG00000181924	4180.0	2	1	255.9687480924185	3362.0	728.0	3362.0	818.0	3362.0	90.0	3362.0	409.0	3362.0	3362.0	90.0	90.0	90.0	90.0	90.0	46.64	0	0	0	1	0	448	106	NA	NA	NA	NA	0	NA	0	NA	3363	0.24	0.32	0.44	0	1	0	0
ENSG00000140675	7647.0	14	13	143.9138719154778	244.61499194196597	461.0	1410.0	2267.0	5380.0	72.0	74.0	161.92857142857142	413.84615384615387	1410.0	230.0	1806.0	131.5862418030373	72.0	138.92307692307693	59.32	1	0	1	0	0	234	14	7	5	1	126	0	226	0	137.83333333333334	1411	NA	NA	NA	NA	NA	NA	NA
ENSG00000136732	40510.0	4	3	152.1443255619433	6222.0756921668535	722.0	33942.0	1018.0	39492.0	57.0	1998.0	254.5	13164.0	33942.0	155.0	296.0	90.53752399342984	57.0	98.66666666666667	50.19	1	0	0	1	0	525	106	0	3	0	49	0	196	0	69.5	33943	0.19	0.22	0.59	0	1	0	0
ENSG00000205846	22369.0	6	5	174.72184596662916	2840.7177383776866	1011.0	10495.0	1646.0	20723.0	90.0	1079.0	274.3333333333333	4144.6	1755.0	181.0	635.0	122.98904243860213	90.0	127.0	36.72	1	0	0	1	0	866	150	1	3	1	31	0	144	0	112.5	1756	NA	NA	NA	NA	NA	NA	NA
ENSG00000004961	11755.0	7	6	190.96348524942385	1292.9848877604204	1475.0	2674.0	2312.0	9443.0	87.0	500.0	330.2857142857143	1573.8333333333333	500.0	187.0	837.0	135.82406299316065	87.0	139.5	42.97	0	0	1	0	0	1276	229	1	1	3	100	1	198	0	126	501	0.38	0.31	0.32	1	0	0	0
ENSG00000163159	13894.0	6	5	199.7115602793244	1341.3538784486009	728.0	6171.0	1511.0	12383.0	115.0	177.0	251.83333333333334	2476.6	4054.0	193.0	783.0	154.1904833166726	115.0	156.6	46.35	0	0	0	1	0	340	76	2	2	1	117	0	387	0	146.5	4055	0.36	0.24	0.4	1	0	0	0
ENSG00000244731	20625.0	41	40	121.7701686846361	178.69685891514985	283.0	6783.0	5427.0	15198.0	52.0	78.0	132.3658536585366	379.95	132.0	233.0	5144.0	119.22978737150368	52.0	128.6	52.27	0	1	0	1	0	141	51	17	16	7	65	0	141	0	127.92307692307692	133	NA	NA	NA	NA	NA	NA	NA
ENSG00000156886	33171.0	30	29	117.82574415862825	442.34555632657424	491.0	4549.0	3889.0	29282.0	57.0	91.0	129.63333333333333	1009.7241379310345	844.0	210.0	3398.0	112.16732256389643	57.0	117.17241379310344	51.78	1	1	1	0	0	377	26	17	6	6	31	0	113	0	118.32142857142857	845	NA	NA	NA	NA	NA	NA	NA
ENSG00000080986	45079.0	17	16	120.06312402708298	1920.0727305650796	206.0	6083.0	2126.0	42953.0	78.0	99.0	125.05882352941177	2684.5625	1293.0	206.0	1927.0	116.33072229952624	78.0	120.4375	36.33	0	0	0	1	0	61	136	9	2	4	101	1	137	0	119.71428571428571	1294	0.4	0.37	0.23	1	0	0	0
ENSG00000156675	40880.0	6	5	722.6883367964596	3087.9428800719384	4496.0	21519.0	8185.0	32695.0	109.0	749.0	1364.1666666666667	6539.0	21519.0	1902.0	3689.0	501.39037707396284	109.0	737.8	45.89	0	0	1	0	0	4277	56	1	1	3	371	0	218	0	814.5	21520	NA	NA	NA	NA	NA	NA	NA
