ensembl_gene_id	ensembl_transcript_id	percentage_gene_gc_content	TMDomain	SignalPeptide	TAA	TGA	TAG	Length3UTR	Length5UTR	F0	F1	F2	AUGtoExonJunction	UTR5junctions	ExonJunctiontoStop	UTR3junctions	average_cds_exon_length	First_intron_length	LS_TG	LS_ER	LS_CY	Unbiased	CY+	ER+	TG+
ENSG00000114331	ENST00000326793	38.17	0	0	0	1	0	4583	173	11	3	8	53	0	100	0	102.95238095238095	50648	NA	NA	NA	NA	NA	NA	NA
ENSG00000164692	ENST00000297268	37.38	0	1	1	0	0	834	137	49	2	0	70	0	146	0	76.68	2647	NA	NA	NA	NA	NA	NA	NA
ENSG00000105675	ENST00000262623	58.06	1	0	0	0	1	584	29	12	6	3	12	0	28	0	152.35	91	NA	NA	NA	NA	NA	NA	NA
ENSG00000034239	ENST00000262103	40.09	0	0	0	1	0	1351	117	2	3	0	58	0	59	0	128.5	3591	NA	NA	NA	NA	NA	NA	NA
ENSG00000138039	ENST00000294954	41.23	1	1	1	0	0	923	53	0	0	10	161	0	1152	0	86.33333333333333	24213	NA	NA	NA	NA	NA	NA	NA
ENSG00000231989	ENST00000522232	40.33	0	0	0	0	1	1348	268	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000204511	ENST00000376191	57.36	0	1	1	0	0	297	53	1	0	0	171	0	188	0	NA	562	NA	NA	NA	NA	NA	NA	NA
ENSG00000175115	ENST00000320580	43.99	0	0	0	1	0	1464	215	11	6	6	356	0	115	0	109	122644	0.23	0.26	0.51	0	1	0	0
ENSG00000166762	ENST00000396879	43.72	1	0	1	0	0	2198	218	2	6	3	145	1	31	0	140.6	566	NA	NA	NA	NA	NA	NA	NA
ENSG00000121858	ENST00000241261	40.83	1	0	1	0	0	984	46	2	2	0	132	0	427	0	94.33333333333333	8255	NA	NA	NA	NA	NA	NA	NA
ENSG00000178031	ENST00000380548	38.59	0	1	0	1	0	2402	80	8	12	8	63	0	106	0	188.59259259259258	30534	NA	NA	NA	NA	NA	NA	NA
ENSG00000126231	ENST00000375547	50.83	0	1	1	0	0	281	13	2	5	0	70	0	511	0	102.5	1284	NA	NA	NA	NA	NA	NA	NA
ENSG00000143365	ENST00000318247	53.06	0	0	0	1	0	1401	38	3	7	0	40	0	161	0	149.55555555555554	2267	NA	NA	NA	NA	NA	NA	NA
ENSG00000151689	ENST00000392329	40.08	0	0	0	0	1	263	581	1	2	1	204	2	558	0	144.66666666666666	4927	0.47	0.25	0.28	0	0	0	1
ENSG00000162819	ENST00000340934	36.81	0	0	1	0	0	2473	395	3	4	4	101	1	86	0	103.8	2742	NA	NA	NA	NA	NA	NA	NA
ENSG00000116863	ENST00000373178	55.11	0	0	0	1	0	546	13	1	2	2	211	0	289	0	146.75	2129	NA	NA	NA	NA	NA	NA	NA
ENSG00000213171	ENST00000368820	56.11	1	1	0	1	0	659	203	NA	NA	NA	NA	0	NA	0	NA	2513	NA	NA	NA	NA	NA	NA	NA
ENSG00000187699	ENST00000340623	37.45	0	0	0	1	0	3336	411	NA	NA	NA	NA	0	NA	0	NA	18588	NA	NA	NA	NA	NA	NA	NA
ENSG00000150316	ENST00000279839	37.35	0	0	0	0	1	765	67	2	1	2	131	1	129	0	106.25	1305	0.42	0.29	0.29	0	0	0	1
ENSG00000108479	ENST00000588479	60.16	0	0	0	1	0	162	56	2	3	2	165	0	71	0	156	886	0.21	0.3	0.49	0	1	0	0
ENSG00000145850	ENST00000274532	42.63	1	1	1	0	0	165	28	1	6	1	58	0	84	0	141	8385	NA	NA	NA	NA	NA	NA	NA
ENSG00000120705	ENST00000360541	42.99	0	0	0	0	1	2210	158	3	5	1	86	1	82	0	142.125	161	0.38	0.34	0.27	1	0	0	0
ENSG00000138379	ENST00000260950	32.84	0	1	0	1	0	1558	133	1	1	0	373	0	380	0	373	1789	NA	NA	NA	NA	NA	NA	NA
ENSG00000120860	ENST00000240079	36.34	0	0	1	0	0	268	29	5	0	1	51	0	84	0	88.8	566	0.38	0.32	0.29	1	0	0	0
ENSG00000198870	ENST00000371957	54.49	0	0	0	0	1	675	108	6	9	2	87	0	169	0	110.625	2476	NA	NA	NA	NA	NA	NA	NA
ENSG00000113494	ENST00000618457	40.83	1	1	0	1	0	9387	325	2	3	2	70	2	1013	0	129.83333333333334	112146	NA	NA	NA	NA	NA	NA	NA
ENSG00000156239	ENST00000303775	38.62	0	0	0	0	1	4194	22	2	1	2	134	0	106	0	100	2141	0.44	0.31	0.24	0	0	0	1
ENSG00000123144	ENST00000242784	54.44	0	0	0	1	0	321	27	2	0	0	345	0	107	0	77	2892	0.26	0.28	0.46	0	1	0	0
ENSG00000204498	ENST00000376148	48.1	0	0	0	1	0	218	87	1	2	0	57	0	589	0	248.5	412	0.4	0.19	0.41	1	0	0	0
ENSG00000145283	ENST00000273905	40.94	1	0	0	0	1	220	269	1	2	2	377	0	214	0	134.5	15315	NA	NA	NA	NA	NA	NA	NA
ENSG00000183048	ENST00000350690	63.39	0	0	0	1	0	935	143	6	2	2	93	0	101	0	73.33333333333333	2434	0.22	0.26	0.52	0	1	0	0
ENSG00000164919	ENST00000520468	40.71	1	0	1	0	0	416	100	1	0	0	114	1	113	1	NA	1587	0.36	0.37	0.27	1	0	0	0
ENSG00000124256	ENST00000371173	52.63	0	0	0	0	1	721	131	0	7	0	34	0	196	0	175.5	3794	NA	NA	NA	NA	NA	NA	NA
ENSG00000135900	ENST00000258383	37.35	0	0	0	0	1	680	10	1	0	2	179	0	171	0	323	1883	0.39	0.3	0.32	1	0	0	0
ENSG00000242866	ENST00000450892	51.03	1	1	0	1	0	109	78	16	5	7	64	0	88	0	190.66666666666666	303	NA	NA	NA	NA	NA	NA	NA
ENSG00000262814	ENST00000333676	57.65	0	0	0	0	1	277	135	3	0	1	74	0	116	0	134.33333333333334	669	0.22	0.21	0.56	0	1	0	0
ENSG00000204610	ENST00000376694	47.1	0	0	0	1	0	344	139	3	2	1	381	0	517	0	98.8	3111	NA	NA	NA	NA	NA	NA	NA
ENSG00000073861	ENST00000177694	53.22	0	0	0	1	0	756	219	2	1	2	491	0	618	0	123.5	8665	NA	NA	NA	NA	NA	NA	NA
ENSG00000168118	ENST00000366690	41.32	0	0	0	0	1	2101	229	0	4	2	31	0	115	1	101	15116	0.3	0.22	0.48	0	1	0	0
ENSG00000148300	ENST00000371942	51.72	0	0	0	0	1	891	166	4	1	2	225	0	119	0	153	2609	0.33	0.22	0.45	0	1	0	0
ENSG00000124466	ENST00000244333	56.84	0	1	0	1	0	564	37	0	4	0	79	0	496	0	154	1037	NA	NA	NA	NA	NA	NA	NA
ENSG00000183955	ENST00000402868	51.72	0	0	1	0	0	1650	67	3	2	2	10	0	210	0	138.66666666666666	5225	0.28	0.27	0.44	0	1	0	0
ENSG00000113249	ENST00000523175	42.99	1	1	1	0	0	320	208	1	5	1	46	1	108	0	155.66666666666666	966	NA	NA	NA	NA	NA	NA	NA
ENSG00000166482	ENST00000299610	56.87	0	1	0	1	0	1017	35	2	3	0	6	0	247	0	127.5	312	NA	NA	NA	NA	NA	NA	NA
ENSG00000153558	ENST00000484457	38.73	0	0	0	1	0	2484	71	9	0	5	3	0	107	0	88.3076923076923	20149	0.39	0.46	0.15	0	0	1	0
ENSG00000104154	ENST00000261867	39.85	1	0	1	0	0	5557	263	1	4	1	391	1	154	0	147.8	139	NA	NA	NA	NA	NA	NA	NA
ENSG00000221994	ENST00000276054	43.64	0	0	0	1	0	952	549	1	2	0	15	1	1735	0	110.5	4206	NA	NA	NA	NA	NA	NA	NA
ENSG00000049540	ENST00000252034	54.95	1	1	0	1	0	1207	15	0	32	0	82	0	43	0	65.09677419354838	7095	NA	NA	NA	NA	NA	NA	NA
ENSG00000185883	ENST00000330398	60.03	1	0	0	0	1	473	152	0	1	1	79	0	204	0	183	5036	0.33	0.47	0.2	0	0	1	0
ENSG00000198356	ENST00000357332	53.33	0	0	0	0	1	219	9	4	0	2	161	0	131	0	149.8	845	NA	NA	NA	NA	NA	NA	NA
ENSG00000104442	ENST00000276569	42.61	0	0	0	1	0	1936	215	4	0	1	183	1	191	0	117.5	6565	0.42	0.28	0.3	0	0	0	1
ENSG00000147118	ENST00000376943	40.4	0	0	0	0	1	1316	320	1	2	0	15	2	1630	0	107.5	207	0.44	0.3	0.26	0	0	0	1
ENSG00000186994	ENST00000330915	55.19	0	0	1	0	0	255	66	4	3	2	34	1	83	0	292.5	5369	NA	NA	NA	NA	NA	NA	NA
ENSG00000132329	ENST00000254661	52.41	1	1	0	0	1	323	53	0	1	1	52	0	255	0	138	17497	0.32	0.49	0.19	0	0	1	0
ENSG00000171812	ENST00000397799	55.63	0	1	1	0	0	2330	227	0	1	0	193	2	1918	0	NA	9305	NA	NA	NA	NA	NA	NA	NA
ENSG00000174943	ENST00000568000	48.3	0	0	0	1	0	533	193	3	1	1	244	0	236	0	126.25	2431	NA	NA	NA	NA	NA	NA	NA
ENSG00000065559	ENST00000353533	37.09	0	0	0	1	0	2568	10	6	2	2	115	0	113	0	106.88888888888889	33888	0.44	0.3	0.26	0	0	0	1
ENSG00000113384	ENST00000265070	41.09	0	0	1	0	0	1496	285	2	1	0	225	0	424	0	122.5	29930	0.39	0.31	0.3	1	0	0	0
ENSG00000112640	ENST00000485511	49.86	0	0	0	1	0	1056	108	10	1	4	27	0	137	0	116.42857142857143	4907	0.27	0.3	0.43	0	1	0	0
ENSG00000039987	ENST00000553030	57.95	1	0	0	1	0	381	100	4	2	2	152	1	426	0	134.85714285714286	703	NA	NA	NA	NA	NA	NA	NA
ENSG00000154429	ENST00000284617	43.58	0	0	1	0	0	4220	184	1	1	0	367	1	176	0	268	399	0.4	0.3	0.3	1	0	0	0
ENSG00000204248	ENST00000341947	56.6	1	1	0	0	1	984	227	61	3	1	82	0	140	0	76.9375	2690	NA	NA	NA	NA	NA	NA	NA
ENSG00000249115	ENST00000203166	54.42	0	0	0	1	0	2362	60	7	2	9	98	0	117	0	98.17647058823529	838	0.31	0.4	0.29	0	0	1	0
ENSG00000105755	ENST00000292147	48.57	0	0	0	1	0	131	24	2	4	0	81	0	52	0	125.2	438	0.29	0.41	0.3	0	0	1	0
ENSG00000128602	ENST00000249373	49.41	1	1	0	1	0	1094	519	3	5	3	331	0	427	0	159.5	13902	0.43	0.43	0.14	0	0	1	0
ENSG00000267855	ENST00000301457	52.34	0	0	0	1	0	221	17	1	0	2	51	0	90	0	99	402	0.24	0.35	0.41	1	0	0	0
ENSG00000106993	ENST00000381854	36.8	0	0	1	0	0	2287	199	5	1	0	132	0	101	0	155	4978	0.66	0.19	0.15	0	0	0	1
ENSG00000162396	ENST00000371279	49.79	0	0	1	0	0	836	92	NA	NA	NA	NA	0	NA	0	NA	5271	0.41	0.26	0.33	1	0	0	0
ENSG00000283434	ENST00000637986	34.75	0	0	0	1	0	32	458	1	0	0	2205	1	NA	0	NA	126445	NA	NA	NA	NA	NA	NA	NA
ENSG00000167775	ENST00000301458	58.36	1	1	0	1	0	336	68	0	4	0	142	0	142	0	187	2993	0.43	0.48	0.08	0	0	1	0
ENSG00000130348	ENST00000369046	39.53	0	0	1	0	0	2415	104	2	5	3	24	0	220	0	148.11111111111111	10644	0.39	0.29	0.32	1	0	0	0
ENSG00000112149	ENST00000379153	45.18	1	1	0	1	0	1670	40	2	2	0	37	0	128	0	149.66666666666666	102	0.48	0.42	0.1	0	0	1	0
ENSG00000174939	ENST00000308748	50.19	0	0	0	1	0	159	484	0	2	0	949	0	109	0	113	2932	NA	NA	NA	NA	NA	NA	NA
ENSG00000101680	ENST00000389658	43.13	0	1	0	1	0	337	77	34	14	14	61	0	160	0	146.63934426229508	37203	0.35	0.64	0.02	0	0	1	0
ENSG00000233927	ENST00000600659	57.12	0	0	0	1	0	1085	35	2	0	0	39	0	122	1	47	87	0.22	0.22	0.56	0	1	0	0
ENSG00000124733	ENST00000244711	54.79	0	0	0	1	0	1327	133	1	2	0	28	0	151	0	188	397	0.29	0.26	0.45	0	1	0	0
ENSG00000168566	ENST00000342415	37.33	0	0	1	0	0	3094	60	3	3	2	156	0	48	0	115.42857142857143	3321	0.33	0.29	0.38	1	0	0	0
ENSG00000110455	ENST00000263776	49.01	0	0	0	1	0	445	432	7	3	3	NA	0	97	0	107.3076923076923	927	NA	NA	NA	NA	NA	NA	NA
ENSG00000198130	ENST00000359678	38.94	0	0	0	1	0	1197	76	7	4	2	35	0	115	0	83.16666666666667	8920	0.33	0.35	0.33	1	0	0	0
ENSG00000159224	ENST00000357424	52.52	0	1	0	1	0	153	101	0	0	4	86	1	9	0	121	1264	NA	NA	NA	NA	NA	NA	NA
ENSG00000171517	ENST00000370611	41.6	1	0	1	0	0	2244	209	0	1	0	736	1	325	0	NA	26878	0.31	0.56	0.13	0	0	1	0
ENSG00000215644	ENST00000400723	65.97	1	1	0	1	0	319	277	6	3	3	60	1	215	0	104.27272727272727	4593	NA	NA	NA	NA	NA	NA	NA
ENSG00000184203	ENST00000618156	39	0	0	0	0	1	2468	300	0	2	3	122	0	46	0	111.25	13003	0.39	0.3	0.31	1	0	0	0
ENSG00000106086	ENST00000449726	39.62	0	0	0	1	0	5863	351	4	6	3	40	0	197	0	109.16666666666667	16283	0.28	0.36	0.36	1	0	0	0
ENSG00000100138	ENST00000401959	46.8	0	0	1	0	0	1000	71	1	1	0	3	0	262	0	120	8430	0.27	0.27	0.46	0	1	0	0
ENSG00000143632	ENST00000366684	62.54	0	0	0	0	1	254	103	2	3	0	129	1	143	0	214.25	877	NA	NA	NA	NA	NA	NA	NA
ENSG00000140332	ENST00000451782	52.15	0	0	1	0	0	2307	1119	14	3	3	24	0	NA	0	120	514	0.28	0.35	0.37	1	0	0	0
ENSG00000119953	ENST00000369603	37.32	0	0	1	0	0	3420	173	2	0	2	NA	0	137	0	143.75	1161	0.5	0.3	0.2	0	0	0	1
ENSG00000073050	ENST00000262887	50.91	0	0	0	1	0	81	69	8	4	4	51	0	113	0	114.8	406	0.27	0.28	0.45	0	1	0	0
ENSG00000094841	ENST00000373383	39.9	0	0	1	0	0	1374	170	1	4	1	386	0	106	0	86.4	18832	NA	NA	NA	NA	NA	NA	NA
ENSG00000082074	ENST00000512982	37.96	0	0	0	0	1	2191	148	3	7	7	1135	1	22	0	82.25	16456	NA	NA	NA	NA	NA	NA	NA
ENSG00000175606	ENST00000312184	43.8	1	0	0	1	0	1162	87	1	1	0	210	0	466	0	105	2265	0.44	0.32	0.24	0	0	0	1
ENSG00000128714	ENST00000392539	49.88	0	0	0	1	0	1214	170	0	1	0	NA	0	250	0	NA	809	0.25	0.28	0.46	0	1	0	0
ENSG00000211445	ENST00000388825	53.03	0	1	1	0	0	858	64	2	1	1	87	0	221	0	123	4599	0.38	0.38	0.24	1	0	0	0
ENSG00000170178	ENST00000406506	56.44	0	0	0	0	1	1729	7	0	1	0	574	0	238	0	NA	147	NA	NA	NA	NA	NA	NA	NA
ENSG00000159217	ENST00000290341	47.29	0	0	0	1	0	6701	361	7	2	5	175	0	92	0	111.76923076923077	1189	0.26	0.37	0.36	1	0	0	0
ENSG00000117724	ENST00000366955	40.92	0	0	0	1	0	777	168	12	5	1	162	1	203	0	527.1764705882352	10393	0.29	0.42	0.3	0	0	1	0
ENSG00000124225	ENST00000341744	54.59	1	0	0	0	1	3657	433	2	1	0	109	0	545	0	103.5	49777	0.52	0.3	0.17	0	0	0	1
ENSG00000006555	ENST00000371276	52.34	0	0	0	0	1	1531	160	4	1	1	567	0	536	0	120.2	12500	NA	NA	NA	NA	NA	NA	NA
ENSG00000118004	ENST00000349077	51.1	0	1	0	1	0	526	83	0	5	0	130	1	391	0	72.5	9147	NA	NA	NA	NA	NA	NA	NA
ENSG00000128713	ENST00000249504	61.6	0	0	0	1	0	612	76	0	1	0	781	0	235	0	NA	771	0.34	0.32	0.34	1	0	0	0
ENSG00000152822	ENST00000282753	37.18	1	1	1	0	0	2805	456	1	3	3	700	0	924	0	325.6666666666667	129131	NA	NA	NA	NA	NA	NA	NA
ENSG00000234127	ENST00000454678	46.9	0	0	0	1	0	1421	477	3	2	1	438	3	682	0	98.8	8540	0.44	0.25	0.31	0	0	0	1
ENSG00000153914	ENST00000334121	35.5	0	0	0	0	1	4747	77	3	2	6	161	0	149	0	155.4	8926	0.38	0.33	0.29	1	0	0	0
ENSG00000186364	ENST00000334513	53.98	0	0	0	1	0	475	11	4	1	2	192	0	102	0	114.33333333333333	181	0.35	0.26	0.39	1	0	0	0
ENSG00000128710	ENST00000249501	49.31	0	0	0	0	1	706	56	0	1	0	745	0	277	0	NA	1376	0.27	0.55	0.18	0	0	1	0
ENSG00000066813	ENST00000329697	39.17	0	0	0	1	0	1032	169	7	1	4	177	1	104	0	131	11354	NA	NA	NA	NA	NA	NA	NA
ENSG00000124702	ENST00000326974	52.39	0	0	0	0	1	561	159	2	5	2	154	1	66	0	115	2786	NA	NA	NA	NA	NA	NA	NA
ENSG00000114547	ENST00000514116	43.48	0	0	1	0	0	134	281	2	0	2	116	2	66	0	151	1717	NA	NA	NA	NA	NA	NA	NA
ENSG00000163633	ENST00000295898	41.5	0	0	0	1	0	241	313	0	1	1	65	1	133	1	154	590	NA	NA	NA	NA	NA	NA	NA
ENSG00000136193	ENST00000242059	43.91	0	0	0	1	0	3848	161	2	2	2	159	1	158	0	184.4	20574	0.28	0.36	0.35	1	0	0	0
ENSG00000068394	ENST00000156109	50.86	0	0	0	1	0	214	13	4	3	3	176	0	134	0	123.44444444444444	771	0.32	0.27	0.41	1	0	0	0
ENSG00000226763	ENST00000417606	50.64	0	0	0	0	1	229	34	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000130173	ENST00000252453	56.34	0	1	0	1	0	256	19	2	0	1	297	0	27	0	135	201	NA	NA	NA	NA	NA	NA	NA
ENSG00000180817	ENST00000373232	39.8	0	0	1	0	0	320	102	6	3	1	64	0	31	0	85	2865	0.3	0.3	0.4	1	0	0	0
ENSG00000188026	ENST00000376874	50.55	0	0	0	1	0	2484	237	3	1	2	309	0	144	0	150.6	9529	0.3	0.32	0.38	1	0	0	0
ENSG00000131730	ENST00000254035	44.36	0	0	1	0	0	140	76	6	0	2	152	1	119	0	140.14285714285714	17736	NA	NA	NA	NA	NA	NA	NA
ENSG00000106080	ENST00000222803	38.69	0	1	0	0	1	4148	194	1	1	1	197	0	158	0	139	3496	0.38	0.59	0.03	0	0	1	0
ENSG00000184209	ENST00000526639	47.68	0	0	0	0	1	655	81	NA	NA	NA	NA	0	NA	0	NA	7322	0.34	0.26	0.39	1	0	0	0
ENSG00000124444	ENST00000336564	50.29	0	0	0	1	0	1899	164	0	1	0	85	1	427	0	NA	351	0.34	0.21	0.44	0	1	0	0
ENSG00000204120	ENST00000373563	39.44	0	0	0	1	0	3745	171	12	9	5	41	2	67	0	150.64	6032	0.36	0.38	0.26	0	0	1	0
ENSG00000054116	ENST00000373166	49.8	0	0	1	0	0	631	108	3	0	1	42	0	119	0	126	9171	0.28	0.28	0.44	0	1	0	0
ENSG00000131116	ENST00000300811	52.39	0	0	0	0	1	393	202	0	1	0	76	1	490	0	NA	5124	0.22	0.24	0.53	0	1	0	0
ENSG00000132530	ENST00000361842	44.21	0	0	0	0	1	2478	33	4	1	1	32	0	56	0	162.4	1979	NA	NA	NA	NA	NA	NA	NA
ENSG00000197930	ENST00000395686	37.59	0	1	1	0	0	3655	77	6	5	4	114	0	60	0	87	11461	0.4	0.57	0.03	0	0	1	0
ENSG00000169155	ENST00000373464	41.82	0	0	1	0	0	4297	239	NA	NA	NA	NA	0	NA	0	NA	3661	0.58	0.25	0.16	0	0	0	1
ENSG00000163534	ENST00000368176	41.03	1	1	1	0	0	1696	83	1	8	1	31	0	71	0	130.88888888888889	12885	NA	NA	NA	NA	NA	NA	NA
ENSG00000105767	ENST00000222374	53.31	1	1	0	1	0	962	60	0	7	1	64	0	109	0	140.85714285714286	11937	0.45	0.5	0.05	0	0	1	0
ENSG00000131788	ENST00000393045	52.28	0	0	0	1	0	924	91	5	4	4	24	0	266	0	132	1961	0.29	0.31	0.4	1	0	0	0
ENSG00000225663	ENST00000455127	59.8	0	0	0	0	1	886	102	0	2	1	8	1	64	0	109.5	8684	0.22	0.2	0.58	0	1	0	0
ENSG00000158006	ENST00000374282	45.67	0	0	0	0	1	2222	86	3	2	4	90	1	94	0	123.25	7162	0.36	0.29	0.35	1	0	0	0
ENSG00000132470	ENST00000200181	57.98	0	1	0	1	0	263	164	13	21	4	79	1	139	0	140.8918918918919	3082	NA	NA	NA	NA	NA	NA	NA
ENSG00000188778	ENST00000345060	58.89	1	0	0	0	1	1228	130	0	0	1	1205	0	21	0	NA	1026	NA	NA	NA	NA	NA	NA	NA
ENSG00000139218	ENST00000369367	36.52	0	0	0	1	0	2917	243	6	4	3	61	1	146	0	347.6666666666667	26165	0.29	0.33	0.38	1	0	0	0
ENSG00000153560	ENST00000283629	40.23	0	0	0	1	0	1995	557	7	5	3	113	0	37	0	104.14285714285714	13995	0.34	0.35	0.32	1	0	0	0
ENSG00000164331	ENST00000296785	37.11	0	0	0	0	1	607	612	2	5	0	289	1	55	0	98.5	2147	0.43	0.31	0.26	0	0	0	1
ENSG00000085511	ENST00000392142	38.79	0	0	0	1	0	510	163	13	7	6	152	0	20	0	185.16	42176	0.46	0.32	0.23	0	0	0	1
ENSG00000148734	ENST00000277942	46.94	1	0	0	1	0	7628	328	0	2	1	NA	0	870	0	206.5	17279	NA	NA	NA	NA	NA	NA	NA
ENSG00000065413	ENST00000282272	40.24	0	0	0	1	0	2929	176	10	8	9	27	0	58	0	110.38461538461539	123472	NA	NA	NA	NA	NA	NA	NA
ENSG00000169154	ENST00000307599	48.9	0	0	0	0	1	12	95	3	4	1	115	0	193	0	135.71428571428572	1034	NA	NA	NA	NA	NA	NA	NA
ENSG00000196878	ENST00000356082	49.93	0	1	0	1	0	401	94	9	10	2	28	1	136	0	166.7	1388	NA	NA	NA	NA	NA	NA	NA
ENSG00000135378	ENST00000257836	39.19	1	1	0	1	0	4593	269	1	2	1	103	1	231	0	114.33333333333333	335	NA	NA	NA	NA	NA	NA	NA
ENSG00000135932	ENST00000258418	40.78	0	0	1	0	0	2371	432	6	0	1	114	1	188	0	119.5	46729	0.37	0.31	0.32	1	0	0	0
ENSG00000130158	ENST00000294618	53.79	0	0	0	1	0	202	84	30	6	11	44	0	42	0	130.67391304347825	8671	0.23	0.37	0.4	1	0	0	0
ENSG00000187840	ENST00000338825	49.17	0	0	1	0	0	430	40	0	2	0	145	0	31	0	179	26363	0.18	0.2	0.62	0	1	0	0
ENSG00000111335	ENST00000392583	43.81	0	0	1	0	0	2468	90	5	2	2	177	0	168	0	213.75	8253	NA	NA	NA	NA	NA	NA	NA
ENSG00000187714	ENST00000374115	67.15	1	0	0	0	1	381	431	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000019549	ENST00000020945	40.53	0	0	0	1	0	1209	164	0	2	0	79	0	181	0	545	746	0.5	0.2	0.3	0	0	0	1
ENSG00000243156	ENST00000441493	49.78	0	0	0	1	0	3083	355	11	15	4	264	1	184	0	190.72413793103448	117395	0.37	0.5	0.13	0	0	1	0
ENSG00000174358	ENST00000304460	59.82	1	0	0	1	0	3207	56	4	4	3	202	0	203	0	148.9	6894	NA	NA	NA	NA	NA	NA	NA
ENSG00000103769	ENST00000261890	40.1	0	0	1	0	0	4149	95	0	3	1	40	0	139	0	156	7707	0.31	0.34	0.35	1	0	0	0
ENSG00000006025	ENST00000007414	57.86	0	0	0	0	1	919	216	13	5	3	75	1	108	0	116.25	1301	NA	NA	NA	NA	NA	NA	NA
ENSG00000130544	ENST00000252840	45.53	0	0	0	1	0	4224	242	2	3	0	31	2	866	0	97.75	789	0.59	0.23	0.18	0	0	0	1
ENSG00000164089	ENST00000296486	39.72	0	0	0	1	0	431	155	4	2	6	56	0	128	0	118.54545454545455	2537	NA	NA	NA	NA	NA	NA	NA
ENSG00000167077	ENST00000401548	46.77	0	0	0	1	0	155	36	11	13	6	174	0	45	0	123.3103448275862	3619	NA	NA	NA	NA	NA	NA	NA
ENSG00000008083	ENST00000341776	43.92	0	0	0	1	0	1791	471	8	5	4	45	0	182	0	218.5625	127533	0.32	0.44	0.24	0	0	1	0
ENSG00000241468	ENST00000292475	53.61	1	0	0	1	0	132	26	0	3	0	31	0	28	0	111.5	5918	0.27	0.3	0.43	0	1	0	0
ENSG00000115474	ENST00000233826	35.62	1	0	1	0	0	2389	137	0	1	0	460	1	622	0	NA	5067	NA	NA	NA	NA	NA	NA	NA
ENSG00000113319	ENST00000265080	40.98	0	0	0	1	0	4392	376	12	6	8	288	0	92	0	132.32	81851	NA	NA	NA	NA	NA	NA	NA
ENSG00000089127	ENST00000202917	43.34	0	0	0	1	0	350	78	3	1	1	180	0	164	0	213.5	1317	NA	NA	NA	NA	NA	NA	NA
ENSG00000108641	ENST00000261499	51.57	0	1	0	1	0	262	154	2	2	2	63	0	142	0	80.8	2119	0.22	0.24	0.54	0	1	0	0
ENSG00000169877	ENST00000302312	52.32	0	0	0	0	1	112	67	1	0	0	75	1	233	0	NA	174	NA	NA	NA	NA	NA	NA	NA
ENSG00000162878	ENST00000294964	56.23	1	1	0	1	0	829	179	2	3	1	639	0	85	0	150.4	4401	0.39	0.41	0.2	1	0	0	0
ENSG00000124019	ENST00000409685	44.16	0	0	0	0	1	875	339	1	0	0	732	0	635	0	NA	20829	NA	NA	NA	NA	NA	NA	NA
ENSG00000102900	ENST00000308159	42.43	0	0	1	0	0	5677	97	13	2	5	179	1	110	0	113.21052631578948	18023	0.33	0.36	0.32	1	0	0	0
ENSG00000167080	ENST00000393354	45.95	1	0	1	0	0	7112	24	3	4	3	14	0	205	0	143.55555555555554	8441	NA	NA	NA	NA	NA	NA	NA
ENSG00000038295	ENST00000061240	35.7	0	0	1	0	0	3581	668	5	13	2	169	0	134	0	143.10526315789474	115308	NA	NA	NA	NA	NA	NA	NA
ENSG00000166822	ENST00000561878	44.64	1	0	0	0	1	4504	89	0	2	0	133	0	130	0	170	12629	0.46	0.37	0.17	0	0	0	1
ENSG00000069248	ENST00000261396	40.26	0	0	1	0	0	1645	92	14	7	4	182	0	136	0	130.33333333333334	1910	0.32	0.39	0.29	0	0	1	0
ENSG00000164338	ENST00000296792	37.9	0	0	0	0	1	3286	253	5	3	3	90	1	217	0	123.9	1350	0.45	0.38	0.18	1	0	0	0
ENSG00000241685	ENST00000262942	45.22	0	0	0	1	0	333	136	2	2	4	64	1	38	0	143.28571428571428	7321	0.2	0.22	0.58	0	1	0	0
ENSG00000011422	ENST00000340093	49.94	0	1	1	0	0	311	49	0	6	0	55	0	253	0	138.8	2375	0.5	0.34	0.16	0	0	0	1
ENSG00000082898	ENST00000401558	40.9	0	0	1	0	0	971	801	15	6	2	126	1	146	0	132.77272727272728	3659	0.33	0.49	0.18	0	0	1	0
ENSG00000272398	ENST00000606017	50.84	1	1	1	0	0	1830	83	1	0	0	69	0	173	0	NA	2744	NA	NA	NA	NA	NA	NA	NA
ENSG00000126254	ENST00000262633	53.79	0	0	0	0	1	131	118	3	5	1	128	0	112	0	149.25	239	0.27	0.27	0.46	0	1	0	0
ENSG00000153774	ENST00000283882	42.3	0	0	0	1	0	242	151	1	1	4	64	0	90	0	148	18594	0.28	0.28	0.44	0	1	0	0
ENSG00000111331	ENST00000228928	46.87	0	0	0	1	0	3278	57	9	3	3	177	0	11	0	218.64285714285714	2863	NA	NA	NA	NA	NA	NA	NA
ENSG00000106244	ENST00000350498	53.84	0	0	1	0	0	2009	49	2	2	1	13	0	58	0	117.5	3583	0.25	0.22	0.53	0	1	0	0
